,ssc_p,hsc_p,degree_p,etest_p,mba_p,status,workex_Yes,ssc_b_Others,specialisation_Mkt&HR,gender_M,degree_t_Others,degree_t_Sci&Tech,hsc_b_Others,hsc_s_Commerce,hsc_s_Science
39,0.8268398268398267,0.5107084019769357,0.3414634146341464,0.8958333333333335,0.42541229385307355,Placed,0,1,0,1,0,1,1,0,1
40,0.7649969078540506,0.658978583196046,0.7317073170731707,0.20833333333333348,0.5813343328335829,Placed,0,0,0,0,0,0,1,1,0
41,0.6825396825396826,0.4309719934102141,0.36585365853658547,0.3125,0.6952773613193406,Not Placed,1,1,1,0,0,0,1,1,0
42,0.16718202432488138,0.0329489291598023,0.36585365853658547,0.2708333333333335,0.0,Not Placed,0,1,0,1,1,0,0,0,1
43,0.9505256648113791,0.8237232289950576,0.4390243902439026,0.9375,0.43815592203898035,Placed,0,1,1,1,0,0,1,1,0
44,0.7443826015254587,0.5930807248764414,0.7560975609756098,0.8125,0.6930284857571216,Placed,1,1,0,0,0,0,1,1,0
45,0.7237682951968665,0.4448105436573311,0.5365853658536586,0.16666666666666674,0.5742128935532236,Not Placed,0,0,1,0,0,1,0,0,1
46,0.6184291898577612,0.5762767710049423,0.3804878048780487,0.375,0.7653673163418291,Not Placed,0,1,1,0,0,0,1,0,1
47,0.45578231292517013,0.3789126853377265,0.17073170731707332,0.5833333333333335,0.1251874062968512,Placed,1,0,0,1,0,0,0,1,0
48,0.45578231292517013,0.41186161449752867,0.4390243902439026,0.29166666666666674,0.4216641679160418,Placed,0,1,0,1,0,0,1,1,0
49,0.18779633065347356,0.0,0.04878048780487809,0.3125,0.18365817091454284,Not Placed,0,1,1,0,1,0,1,0,0
50,0.707276850133993,0.5963756177924218,0.4487804878048782,0.3125,0.4411544227886055,Placed,0,0,1,0,0,0,0,0,1
51,0.27849927849927836,0.3973640856672158,0.15121951219512209,0.35416666666666674,0.4287856071964016,Not Placed,0,0,1,1,0,0,0,1,0
52,0.0,0.14546952224052712,0.07317073170731714,0.4416666666666669,0.5352323838080957,Not Placed,0,1,1,0,0,0,1,1,0
53,0.8062255205112348,0.5436573311367381,0.5365853658536586,0.7708333333333335,0.7432533733133435,Placed,0,1,1,1,0,1,1,0,1
54,0.6825396825396826,0.3789126853377265,0.46341463414634165,0.5833333333333335,0.537856071964018,Placed,0,0,1,0,0,0,1,0,1
55,0.4021851164708308,0.487644151565074,0.36585365853658547,0.4375,0.05622188905547221,Placed,0,0,1,1,0,0,1,0,1
56,0.45578231292517013,0.5667215815485998,0.2780487804878049,0.375,0.5873313343328332,Placed,0,1,0,1,0,0,1,1,0
57,0.5588538445681304,0.6425041186161449,0.5853658536585367,0.625,0.4640179910044977,Placed,0,0,0,1,0,0,0,1,0
58,0.6825396825396826,0.41186161449752867,0.4390243902439026,0.5,0.25412293853073464,Placed,0,0,0,1,0,0,1,0,1
59,0.24139352710781292,0.47084019769357477,0.5392682926829269,0.15833333333333344,0.2042728635682156,Placed,0,0,0,1,0,1,1,0,1
60,0.6825396825396826,0.5436573311367381,0.5365853658536586,0.20833333333333348,0.22601199400299832,Placed,1,0,0,1,0,0,0,0,1
61,0.8928056070913213,0.5996705107084019,0.41195121951219527,0.2416666666666667,0.42241379310344795,Placed,0,0,0,1,0,0,0,1,0
62,0.9402185116470829,0.44810543657331126,0.4243902439024392,0.1875,0.3178410794602695,Placed,0,1,0,0,0,1,1,0,1
63,0.414553700267986,0.5436573311367381,0.3414634146341464,0.38541666666666674,0.31071964017991016,Not Placed,0,1,1,1,0,0,1,1,0
64,0.8062255205112348,0.5930807248764414,0.6097560975609757,0.22916666666666674,0.2837331334332833,Placed,0,1,0,1,0,0,1,1,0
65,0.2702535559678416,0.1647446457990115,0.17073170731707332,0.826875,0.22076461769115463,Not Placed,0,1,1,1,0,0,1,0,1
66,0.8680684394970108,0.6095551894563427,0.3902439024390245,0.3941666666666668,0.2717391304347827,Placed,0,1,1,1,0,0,1,0,1
67,0.8251906823335395,0.6836902800658977,0.41463414634146356,0.38979166666666654,0.36656671664167906,Placed,0,1,0,1,0,0,1,1,0
68,0.5938981653267368,0.1647446457990115,0.5536585365853659,0.6041666666666667,0.3009745127436281,Not Placed,0,0,1,0,0,1,0,1,0
69,0.6619253762110904,0.5930807248764414,0.3902439024390245,0.41666666666666674,0.6319340329835081,Placed,1,0,0,1,0,1,0,0,1
70,0.8474541331684189,0.3953871499176276,0.29268292682926833,0.8125,0.5337331334332833,Placed,0,1,0,1,0,1,1,0,1
71,0.7031539888682745,0.5484349258649095,0.5121951219512195,0.9375,0.5895802098950522,Placed,0,1,0,1,0,0,1,1,0
72,0.906411049268192,0.4942339373970346,0.6829268292682928,0.9479166666666667,0.6491754122938529,Placed,0,1,0,1,0,0,1,0,1
73,0.4887652030509171,0.7714991762767709,0.5297560975609756,0.75,0.3200899550224885,Placed,0,0,0,1,0,0,1,1,0
74,0.323850752422181,0.457990115321252,0.4926829268292685,0.7139583333333333,0.5993253373313343,Placed,0,0,0,1,0,0,0,1,0
75,0.37332508761080185,0.41186161449752867,0.6707317073170733,0.5,0.5918290854572712,Not Placed,0,0,1,0,0,0,1,1,0
76,0.5279323850752422,0.5502471169686987,0.5348780487804881,0.22916666666666674,0.48950524737631174,Placed,0,1,0,0,0,0,0,0,0
77,0.4763966192537621,0.7084019769357495,0.36585365853658547,0.3958333333333335,0.2413793103448274,Placed,1,1,0,1,0,1,1,0,1
78,0.888682745825603,0.8879736408566721,0.35365853658536595,0.7508333333333335,0.307721139430285,Placed,0,1,0,1,0,1,1,0,1
79,0.5794681508967223,0.41186161449752867,0.3902439024390245,0.5208333333333335,0.628935532233883,Not Placed,0,0,1,0,0,1,0,0,1
80,0.5794681508967223,0.41186161449752867,0.46341463414634165,0.35416666666666674,0.41754122938530713,Placed,1,1,1,0,0,0,1,1,0
81,0.8412698412698414,0.42833607907743,0.41463414634146356,0.75,0.7117691154422787,Placed,1,1,0,1,0,0,1,0,1
82,0.45578231292517013,0.4942339373970346,0.5853658536585367,0.6666666666666667,0.34595202398800584,Not Placed,0,0,0,1,0,0,0,1,0
83,0.888682745825603,0.6919275123558484,0.4390243902439026,0.7083333333333335,0.5802098950524734,Placed,1,1,0,1,0,1,1,0,1
84,0.6000824572253143,0.42833607907743,0.4878048780487805,0.10416666666666674,0.404422788605697,Placed,1,0,0,1,0,1,1,0,1
85,0.8853844568130282,0.8703459637561779,0.6634146341463416,0.5987499999999999,0.9359070464767618,Placed,1,1,0,0,0,0,1,1,0
86,0.43516800659657795,0.42833607907743,0.3414634146341464,0.35416666666666674,0.21814092953523234,Placed,0,1,0,1,0,0,1,1,0
87,0.3856936714079571,0.2306425041186161,0.24390243902439024,0.5208333333333335,0.29497751124437777,Not Placed,0,0,1,1,1,0,0,0,1
88,0.5176252319109462,0.41186161449752867,0.5609756097560976,0.16666666666666674,0.4928785607196402,Placed,0,0,1,0,0,0,0,1,0
89,0.888682745825603,0.6260296540362438,0.46341463414634165,0.25,0.41791604197901044,Placed,1,1,1,0,0,1,1,0,1
90,0.909297052154195,0.8731466227347611,0.7804878048780488,0.875,0.6304347826086958,Placed,0,1,0,0,0,0,1,1,0
91,0.2290249433106577,0.329489291598023,0.019512195121951237,0.35416666666666674,0.4340329835082457,Not Placed,0,0,1,1,0,0,0,1,0
92,0.39868068439496995,0.5271828665568368,0.3902439024390245,0.4583333333333335,0.3095952023988007,Placed,0,0,0,0,0,0,0,0,1
93,0.2290249433106577,0.41186161449752867,0.09756097560975618,0.4583333333333335,0.15742128935532218,Not Placed,0,0,1,1,0,0,0,1,0
94,0.3527107812822099,0.41186161449752867,0.3414634146341464,0.08083333333333353,0.1409295352323836,Placed,0,0,0,1,0,0,0,1,0
95,0.6619253762110904,0.6754530477759473,0.36585365853658547,0.9470833333333333,0.41041979010494734,Placed,1,0,0,1,0,0,1,1,0
96,0.7237682951968665,0.5436573311367381,0.6341463414634148,0.3333333333333335,0.49587706146926536,Placed,1,0,0,0,0,0,0,0,1
97,0.6103896103896103,0.42009884678747933,0.2682926829268293,0.9147916666666667,0.6679160419790104,Not Placed,0,0,0,0,0,0,1,1,0
98,0.5794681508967223,0.5930807248764414,0.36585365853658547,0.41666666666666674,0.2286356821589206,Placed,0,0,0,0,0,0,0,1,0
99,0.2702535559678416,0.7413509060955519,0.3170731707317074,0.0,0.3095952023988007,Not Placed,0,0,0,1,0,1,1,1,0
100,0.08472479901051333,0.329489291598023,0.19512195121951237,0.13312500000000016,0.5149925037481258,Not Placed,1,1,1,0,0,0,1,1,0
101,0.45578231292517013,0.5766062602965403,0.4390243902439026,0.5833333333333335,0.34595202398800584,Placed,0,0,1,1,0,0,0,1,0
102,0.7443826015254587,0.3953871499176276,0.4390243902439026,0.15625,0.3785607196401801,Placed,1,1,0,0,0,0,1,1,0
103,0.6619253762110904,0.6754530477759473,0.5609756097560976,0.7291666666666667,0.5479760119940029,Placed,1,0,1,1,0,1,0,0,1
104,0.5794681508967223,0.42833607907743,0.36585365853658547,0.10416666666666674,0.2631184407796101,Placed,1,0,1,1,0,0,1,0,1
105,0.37332508761080185,0.4448105436573311,0.19512195121951237,0.7291666666666667,0.15329835082458754,Not Placed,0,0,1,1,0,1,1,0,1
106,0.4162028447742734,0.214168039538715,0.09756097560975618,0.4375,0.5427286356821588,Not Placed,0,1,0,1,0,1,1,0,1
107,0.8474541331684189,0.8731466227347611,0.8048780487804879,0.625,0.8362068965517238,Placed,0,1,1,1,0,0,1,1,0
108,0.414553700267986,0.7413509060955519,0.46341463414634165,0.7083333333333335,0.26611694152923526,Placed,0,0,0,1,0,0,0,1,0
109,0.2290249433106577,0.42833607907743,0.36585365853658547,0.75,0.18290854572713666,Not Placed,1,0,1,1,0,1,1,0,1
110,0.5897753040610183,0.5436573311367381,0.5365853658536586,0.15000000000000013,0.13455772113943,Placed,0,0,1,0,0,1,0,0,1
111,0.20841063698206552,0.2800658978583196,0.2682926829268293,0.20833333333333348,0.35344827586206895,Not Placed,0,1,1,1,0,1,1,0,1
112,0.3527107812822099,0.3953871499176276,0.2682926829268293,0.16666666666666674,0.10232383808095946,Placed,0,1,1,1,0,0,1,1,0
113,0.6817151102865386,0.6919275123558484,0.41463414634146356,0.4614583333333335,0.4449025487256373,Placed,0,1,0,0,0,0,1,1,0
114,0.49701092558235405,0.5107084019769357,0.46341463414634165,0.07708333333333339,0.1424287856071964,Placed,0,0,1,1,0,0,1,0,1
115,0.6619253762110904,0.42833607907743,0.3902439024390245,0.8125,0.3482008995502248,Placed,0,1,0,0,0,0,1,0,1
116,0.5629767058338486,0.5897858319604612,0.4048780487804877,0.9583333333333335,0.7361319340329833,Placed,1,0,0,1,0,0,0,1,0
117,0.7443826015254587,0.6260296540362438,0.5609756097560976,0.625,0.5937031484257869,Placed,0,1,0,1,0,1,1,0,1
118,0.7237682951968665,0.7084019769357495,0.6829268292682928,0.9791666666666665,0.722263868065967,Placed,1,0,1,1,0,1,0,0,1
119,0.4104308390022675,0.5172981878088962,0.35609756097560963,0.6804166666666667,0.492128935532234,Placed,1,0,0,1,0,0,0,1,0
120,0.3527107812822099,0.04942339373970339,0.2195121951219512,0.47916666666666674,0.2848575712143928,Not Placed,0,1,1,1,0,0,1,0,1
121,0.4763966192537621,0.4942339373970346,0.47804878048780486,0.11812500000000004,0.760119940029985,Placed,1,0,1,0,0,1,1,0,1
122,0.5279323850752422,0.4909390444810542,0.47073170731707314,0.6333333333333335,0.7417541229385307,Placed,1,0,0,0,0,0,0,0,0
123,0.6825396825396826,0.3624382207578253,0.5609756097560976,0.20833333333333348,0.2057721139430284,Placed,1,1,1,1,0,0,1,1,0
124,0.5382395382395382,0.5601317957166392,0.3495121951219513,0.29166666666666674,0.376686656671664,Placed,1,0,1,1,1,0,0,0,1
125,0.888682745825603,0.5930807248764414,0.5609756097560976,0.5208333333333335,0.8290854572713644,Placed,0,0,0,0,0,0,0,1,0
126,0.7856112141826428,0.3953871499176276,0.6219512195121952,0.41666666666666674,0.6368065967016494,Placed,1,1,0,0,0,1,1,0,1
127,0.6413110698824984,0.3789126853377265,0.46341463414634165,0.11458333333333348,0.26949025487256373,Placed,0,1,1,0,0,0,1,0,1
128,0.8144712430426717,0.5996705107084019,0.6760975609756099,0.6500000000000001,0.938905547226387,Placed,1,0,1,1,0,1,0,0,1
129,0.7381983096268812,0.8682042833607908,0.3902439024390245,0.8333333333333335,0.6499250374812591,Placed,1,0,0,1,0,0,1,1,0
130,0.43516800659657795,0.4612850082372322,0.24390243902439024,0.7083333333333335,0.4850074962518742,Not Placed,0,0,0,1,0,0,1,1,0
131,0.7010925582354155,0.329489291598023,0.29268292682926833,0.625,0.3586956521739131,Placed,1,1,0,0,1,0,1,0,1
132,0.5382395382395382,0.5107084019769357,0.3414634146341464,0.5083333333333335,0.08545727136431802,Placed,1,1,1,1,0,0,1,1,0
133,0.6619253762110904,0.4448105436573311,0.6585365853658538,0.3125,0.36619190404797575,Placed,1,0,1,1,0,0,1,1,0
134,0.7534528963100391,0.9060955518945633,0.5365853658536586,0.9166666666666667,0.596701649175412,Placed,1,0,0,0,0,0,1,1,0
135,0.6413110698824984,0.3130148270181219,0.46341463414634165,0.1166666666666667,0.5404797601199398,Placed,0,0,1,0,0,0,1,0,1
136,0.12595341166769736,0.3624382207578253,0.3414634146341464,0.5833333333333335,0.38868065967016463,Not Placed,0,0,0,0,0,0,0,0,0
137,0.5382395382395382,0.42833607907743,0.5365853658536586,0.125,0.34482758620689635,Placed,0,1,1,1,0,0,0,1,0
138,0.8474541331684189,0.4448105436573311,0.5609756097560976,0.9583333333333335,0.7706146926536728,Placed,1,1,0,0,0,1,1,0,1
139,0.7443826015254587,0.5436573311367381,0.2195121951219512,0.16666666666666674,0.1206896551724137,Placed,1,0,0,1,0,0,0,1,0
140,0.49701092558235405,0.457990115321252,0.47560975609756095,0.125,0.21476761619190388,Placed,1,0,0,1,0,0,1,1,0
141,0.5176252319109462,0.4448105436573311,0.24390243902439024,0.20833333333333348,0.4006746626686657,Not Placed,0,0,1,1,0,0,0,0,1
142,0.909297052154195,0.3789126853377265,0.5714634146341466,0.20833333333333348,0.3778110944527735,Placed,1,0,0,1,0,1,1,0,1
143,0.7581941867656152,0.459472817133443,0.5041463414634149,0.8125,0.3440779610194902,Placed,0,1,0,1,0,0,1,1,0
144,0.2290249433106577,0.214168039538715,0.2682926829268293,0.20833333333333348,0.2739880059970017,Not Placed,0,1,0,1,0,0,1,0,0
145,1.0,0.4721581548599669,0.5182926829268293,0.4583333333333335,0.4505247376311843,Placed,0,1,1,1,0,1,1,0,1
146,0.43516800659657795,0.42833607907743,0.3902439024390245,0.7291666666666667,0.14730134932533723,Placed,0,0,1,1,0,0,1,0,1
147,0.6000824572253143,0.6095551894563427,0.36585365853658547,0.6875,0.4149175412293853,Placed,0,0,0,1,0,0,0,1,0
148,0.7443826015254587,0.8072487644151565,0.14634146341463428,0.14583333333333348,0.48238380809595194,Placed,0,0,0,0,1,0,0,0,0
149,0.06411049268192126,0.3459637561779242,0.12195121951219523,0.296875,0.27473763118440786,Not Placed,1,0,1,1,0,0,0,0,0
150,0.6206967635539065,0.35683690280065883,0.19512195121951237,0.125,0.3781859070464768,Placed,1,0,0,1,0,1,0,0,1
151,0.49701092558235405,0.4612850082372322,0.6097560975609757,0.6875,0.28710644677661135,Placed,0,0,0,1,0,0,0,1,0
152,0.7113997113997115,0.38714991762767703,0.8292682926829269,1.0,0.5262368815592202,Placed,0,1,0,0,0,1,0,0,1
153,0.16718202432488138,0.3624382207578253,0.36585365853658547,0.75,0.42241379310344795,Placed,1,1,0,1,0,1,1,0,1
154,0.24963924963924966,0.42833607907743,0.24390243902439024,0.41666666666666674,0.07458770614692667,Placed,1,0,0,1,0,0,1,0,1
155,0.22016079158936308,0.6204283360790772,0.24146341463414633,0.12812500000000004,0.5539730134932532,Not Placed,1,1,1,1,0,0,1,1,0
156,0.8928056070913213,0.5337726523887973,0.36585365853658547,0.625,0.056596701649175296,Placed,1,0,1,1,0,1,0,0,1
157,0.5279323850752422,0.42009884678747933,0.2658536585365854,0.9041666666666668,0.14317841079460258,Placed,0,0,0,1,0,0,0,1,0
158,0.5382395382395382,0.42833607907743,0.3414634146341464,0.20833333333333348,0.3995502248875562,Not Placed,0,1,0,1,0,1,1,0,1
159,0.2290249433106577,0.1976935749588138,0.19512195121951237,0.25,0.3515742128935533,Not Placed,0,0,1,1,0,0,1,1,0
160,0.9505256648113791,0.6095551894563427,0.36585365853658547,0.5208333333333335,0.790104947526237,Placed,1,0,1,1,0,1,0,0,1
161,0.303236446093589,0.2306425041186161,0.18292682926829285,0.15895833333333353,0.43140929535232386,Not Placed,0,1,1,1,0,0,1,1,0
162,0.686662543805401,0.8336079077429981,0.6646341463414636,0.5250000000000001,0.5565967016491755,Placed,1,0,0,1,0,0,1,1,0
163,0.45578231292517013,0.4942339373970346,0.3414634146341464,0.5208333333333335,0.5715892053973008,Placed,0,1,0,1,0,1,1,0,1
164,0.541537827252113,0.5848434925864909,0.32560975609756104,0.06333333333333346,0.5363568215892052,Placed,0,0,0,0,0,0,0,1,0
165,0.46196660482374763,0.6808896210873145,0.5853658536585367,0.625,0.8751874062968517,Not Placed,0,0,0,0,0,0,1,1,0
166,0.43516800659657795,0.41186161449752867,0.24390243902439024,0.2708333333333335,0.0438530734632685,Placed,1,1,1,1,0,0,1,1,0
167,0.5567924139352711,0.41186161449752867,0.41463414634146356,0.16875000000000018,0.9182908545727133,Not Placed,1,1,0,1,0,1,1,0,1
168,0.14656771799628943,0.2306425041186161,0.19512195121951237,0.20833333333333348,0.28410794602698664,Not Placed,1,0,1,0,0,0,0,1,0
169,0.39311482168625034,0.0850082372322899,0.27463414634146344,0.09333333333333327,0.5348575712143928,Not Placed,0,1,1,1,0,1,1,0,1
170,0.46402803545660687,0.49752883031301476,0.24390243902439024,0.16791666666666671,0.6772863568215892,Not Placed,0,1,1,0,0,0,1,1,0
171,0.8062255205112348,0.7084019769357495,0.5365853658536586,0.2872916666666667,0.5558470764617693,Placed,1,1,0,1,0,0,1,1,0
172,0.6619253762110904,0.3459637561779242,0.14634146341463428,0.7083333333333335,0.05359820089955014,Placed,0,1,1,1,0,0,1,1,0
173,0.2290249433106577,0.2471169686985173,0.12195121951219523,0.35416666666666674,0.30397301349325323,Not Placed,0,1,1,0,0,1,1,0,1
174,0.6668728097299526,0.22784184514003292,0.34804878048780497,0.29166666666666674,0.5629685157421291,Placed,1,1,0,1,0,1,1,0,1
175,0.45578231292517013,0.41186161449752867,0.36585365853658547,0.78125,0.3553223388305846,Not Placed,0,1,1,1,0,1,1,0,1
176,0.37332508761080185,0.3789126853377265,0.14634146341463428,0.10416666666666674,0.2507496251874062,Placed,0,0,1,0,0,0,1,1,0
177,0.6619253762110904,0.9884678747940692,0.7073170731707319,0.8125,0.7346326836581709,Placed,1,0,0,0,0,0,1,1,0
178,0.5588538445681304,0.3130148270181219,0.4390243902439026,0.47916666666666674,0.6319340329835081,Placed,0,1,1,1,0,1,1,0,1
179,0.7608740465883321,0.4448105436573311,0.34634146341463423,0.53125,0.7844827586206895,Not Placed,0,0,1,0,0,1,0,0,1
180,0.49701092558235405,0.5683690280065896,0.31219512195121957,0.14583333333333348,0.20202398800599708,Placed,1,0,0,1,0,0,1,1,0
181,0.43516800659657795,0.38434925864909386,0.3465853658536584,0.2708333333333335,0.3302098950524739,Not Placed,0,0,1,1,0,1,1,0,1
182,0.2290249433106577,0.4612850082372322,0.17073170731707332,0.5208333333333335,0.32233883058470747,Not Placed,1,1,0,1,1,0,1,0,0
183,0.49701092558235405,0.658978583196046,0.46341463414634165,0.20833333333333348,0.39767616191904054,Placed,0,0,1,1,0,0,0,1,0
184,0.31725417439703163,0.4255354200988466,0.23878048780487804,0.20833333333333348,0.22788605697151398,Not Placed,0,1,1,0,0,0,1,1,0
185,0.9711399711399711,0.5766062602965403,0.6829268292682928,0.6666666666666667,0.7578710644677664,Placed,0,0,1,0,1,0,0,0,1
186,0.2290249433106577,0.4448105436573311,0.2682926829268293,0.10416666666666674,0.43928035982008984,Not Placed,0,0,0,0,0,0,0,1,0
187,0.7753040610183466,0.46952224052718283,0.41463414634146356,0.9375,0.5116191904047973,Placed,1,0,0,1,0,1,0,0,1
188,0.43104514533085947,0.1647446457990115,0.10682926829268302,0.14583333333333348,0.18440779610194902,Not Placed,0,1,0,1,0,0,1,1,0
189,0.2702535559678416,0.6688632619439867,0.46829268292682946,0.9510416666666668,0.5895802098950522,Not Placed,0,0,0,0,0,0,1,1,0
190,0.4763966192537621,0.5469522240527183,0.2682926829268293,0.0,0.4231634182908546,Not Placed,0,1,0,0,0,0,0,1,0
191,0.5382395382395382,0.3953871499176276,0.5365853658536586,0.4583333333333335,0.36731634182908524,Placed,0,1,0,1,0,0,0,0,1
192,0.5011337868480725,0.40197693574958815,0.36097560975609766,0.9041666666666668,0.2297601199400301,Placed,1,0,0,1,0,0,0,1,0
193,0.3939393939393938,0.42833607907743,0.14634146341463428,0.625,0.20314842578710657,Placed,1,0,1,0,1,0,0,0,0
194,0.2290249433106577,0.2965403624382207,0.15365853658536577,0.1875,0.5071214392803598,Not Placed,0,1,0,1,0,0,1,1,0
195,0.5176252319109462,0.6425041186161449,0.5365853658536586,0.7083333333333335,0.29010494752623694,Placed,1,0,1,1,0,0,0,1,0
196,0.6413110698824984,0.42833607907743,0.6707317073170733,0.5833333333333335,0.12256371814092937,Placed,1,1,0,1,0,1,1,0,1
197,0.8878581735724591,0.2635914332784184,1.0000000000000002,0.19416666666666682,0.6934032983508245,Placed,0,1,1,0,0,1,1,0,1
198,0.5382395382395382,0.5436573311367381,0.36585365853658547,0.7916666666666667,0.7777361319340326,Not Placed,0,0,1,0,1,0,0,1,0
199,0.5794681508967223,0.4612850082372322,0.17073170731707332,0.47916666666666674,0.1720389805097451,Placed,0,1,1,1,0,0,1,1,0
200,0.5794681508967223,0.3789126853377265,0.36585365853658547,0.7822916666666666,0.05997001499250376,Placed,0,1,0,1,0,0,1,1,0
201,0.2743764172335601,0.42833607907743,0.19512195121951237,0.6041666666666667,0.2709895052473761,Not Placed,0,0,1,1,0,0,1,0,1
